公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京思维造物信息科技有限公司,罗辑思维,150-500人,D轮及以上,朝阳区,Python开发工程师,3-5年,本科,25k-50k,"大咖云集,技术氛围好"
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,海淀区,Python开发,3-5年,大专,9k-18k,"周末双休,团建活动"
信永中和会计师事务所（特殊普通合伙）,信永中和,2000人以上,不需要融资,东城区,Python开发工程师,3-5年,本科,15k-25k,"环境好,不加班,大公司"
绫致时装（天津）有限公司,绫致时装（天津）有限公司,2000人以上,不需要融资,朝阳区,python开发工程师,5-10年,大专,15k-25k,大平台
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,python高级开发工程师（技术）,3-5年,本科,25k-50k,"独角兽,待遇好"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,python研发工程师,1年以下,硕士,15k-30k,"飞速发展,技术氛围浓,大牛担任导"
北京小度互娱科技有限公司,百度视频,150-500人,B轮,海淀区,Python开发工程师,3-5年,本科,15k-25k,"团队优秀,福利优厚"
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,Python开发工程师,1-3年,本科,20k-40k,"六险一金,超多假期"
安徽七天教育科技有限公司,七天教育,500-2000人,B轮,昌平区,Python工程师,5-10年,本科,20k-30k,"周末双休,法定节假,带薪年假,项目奖励"
北京墨迹风云科技股份有限公司,墨迹天气,150-500人,C轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,"5亿用户,六险一金"
中科边缘智慧信息科技（苏州）有限公司,中科边缘智慧,50-150人,A轮,海淀区,python,1-3年,本科,16k-25k,五险一金、每年体检、节日福利、年终奖等
北京雷石世纪科技有限公司,北京雷石公司,150-500人,A轮,朝阳区,Python工程师,3-5年,本科,15k-30k,"五险一金,带薪年假,领导赞,补充医疗"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,Python 开发工程师,3-5年,本科,18k-35k,"五险一金,节日福利,餐补,带薪年假"
北京南天软件有限公司,南软,500-2000人,上市公司,海淀区,Python开发工程师,3-5年,本科,10k-18k,"五险一金,年终奖金,带薪年假,交补话补"
视觉（中国）文化发展股份有限公司北京分公司,视觉中国,150-500人,上市公司,朝阳区,python开发工程师,3-5年,本科,15k-25k,"上市公司,六险一金,带薪年假,绩效奖金"
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,海淀区,Python 工程师,3-5年,本科,12k-16k,平台好
小叶子（北京）科技有限公司,The ONE,150-500人,C轮,朝阳区,高级Python,3-5年,本科,20k-30k,"五险一金,交通补助,午晚餐"
北京原子钟信息科技有限公司,原子钟,15-50人,A轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,"14薪,带薪年假,节日福利,机会多"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,python,3-5年,本科,30k-55k,发展平台 免费三餐 福利待遇
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,python研发工程师,1-3年,本科,15k-30k,"飞速发展,发展快,海量数据"
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,Python开发工程师,1-3年,本科,20k-35k,"六险一金,绩效奖金,发展空间大,股票期权"
北京原子钟信息科技有限公司,原子钟,15-50人,A轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,"14薪,带薪年假,节日福利,机会多"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,python,3-5年,本科,30k-55k,发展平台 免费三餐 福利待遇
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,Python开发,3-5年,本科,20k-40k,"六险一金,年假,上市公司,大平台"
北京智胜新格科技有限公司,北京智胜新格科技有限公司,50-150人,不需要融资,海淀区,Python开发,1-3年,本科,15k-30k,"六险一金,硅谷式办公,绩效奖金,按摩椅"
路书（北京）科技有限公司,路书,50-150人,A轮,朝阳区,python研发工程师,3-5年,本科,18k-30k,"期权分享,高颜值产品,年度旅游,弹性工作制"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python开发工程师,3-5年,本科,18k-35k,牛人云集，优质福利
互影科技（北京）有限公司,互影科技,15-50人,不需要融资,朝阳区,Python开发工程师,5-10年,本科,15k-20k,"顶尖风投,快速爆发期,成长氛围好,年底双薪"
北京众安天下科技有限公司,众安天下 allsec,15-50人,天使轮,海淀区,Python开发工程师,3-5年,本科,20k-30k,"五险一金,带薪年假,免费体检,零食管饱"
云孚科技（北京）有限公司,云孚科技,15-50人,不需要融资,海淀区,Python研发工程师,不限,本科,6k-12k,"大牛直接带,顶级挑战,高速成长"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深Python研发工程师,3-5年,本科,20k-40k,"上市公司,六险一金,发挥空间,团队氛围"
北京琳云信息科技有限责任公司,琳云科技,15-50人,天使轮,朝阳区,Python工程师,5-10年,大专,20k-30k,"扁平管理,帅哥美女"
北京右划网络科技有限公司,右划,50-150人,A轮,朝阳区,高级python开发工程师,3-5年,本科,30k-60k,"短视频,大牛云集,工程师文化,一年15薪"
溪流科技（北京）有限公司,溪流科技,15-50人,未融资,朝阳区,Python开发工程师,3-5年,本科,12k-24k,"成长空间大,团队文化好,六险一金,周末双休"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,python研发工程师,1年以下,硕士,15k-30k,"飞速发展,技术氛围浓,待遇好,发展快"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深python开发工程师,3-5年,本科,20k-30k,发挥空间 晋升空间 牛人多 团队优秀
中云网安科技（北京）有限公司,中云网安,15-50人,A轮,朝阳区,资深python研发工程师,5-10年,本科,28k-40k,"技术前沿,人工智能"
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,中高级Python开发工程师,3-5年,本科,20k-30k,"五险一金,全勤奖,餐补,年终奖金"
北京春雨天下软件有限公司,春雨医生,150-500人,C轮,海淀区,python,不限,本科,18k-36k,"弹性工作制,技术氛围好,感谢基金,精英团队"
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,python开发工程师,不限,本科,20k-40k,"待遇优,加班少,临近地铁"
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,Python/web开发工程师,3-5年,本科,10k-20k,"发展空间,福利优厚,带薪年假,弹性工作时"
北京天广汇通科技有限公司,天广汇通,50-150人,不需要融资,海淀区,python开发工程师,3-5年,本科,15k-25k,软件工程师
北京知源智生信息科技有限公司,知源智生,50-150人,不需要融资,海淀区,python工程师,3-5年,本科,15k-30k,"领导好,学术氛围,免费零食,弹性工作"
京东商城-技术研发体系-大数据部,京东商城研发部,2000人以上,上市公司,大兴区,Python,5-10年,本科,30k-50k,"行业前沿,部门直招,核心加班,核心团队"
非凡维格（北京）信息科技有限公司,Weego Travel,15-50人,B轮,朝阳区,Python工程师-服务器端,1-3年,本科,15k-30k,"国际产品,大牛亲带,带薪年假,开放办公"
上海诺誉投资管理有限公司,诺誉投资,150-500人,B轮,海淀区,高级python研发工程师,5-10年,本科,20k-25k,"即将b轮,团队背景好"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Java/Python开发工程师（19届）,应届毕业生,本科,12k-24k,"每日下午茶,舒适的环境,可爱的伙伴"
北京摩尔妈咪网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,高级python开发工程师,3-5年,本科,15k-30k,"大牛带队,注重成长,季度奖金,免费午餐"
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,python工程师(J11548),3-5年,本科,25k-40k,五险一金
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,Python开发工程师(J11761),1-3年,本科,10k-15k,机会众多
柳州道无尽科技有限公司,柳州道无尽科技有限公司,15-50人,未融资,朝阳区,Python工程师,3-5年,本科,18k-28k,"14薪,六险一金"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,Python高级开发工程师,3-5年,硕士,20k-30k,业界第一视频公司，待遇优厚，发展前景广阔
南京云孚智能科技有限公司,云孚科技,少于15人,未融资,海淀区,Python研发工程师,不限,本科,6k-12k,"大牛直接带,顶级挑战,高速成长"
北京趣活科技有限公司,趣活美食送,2000人以上,D轮及以上,朝阳区,Python开发工程师,3-5年,本科,10k-20k,iMac/无限零食水果/跟大牛共事/创业氛围
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,,家长帮-Python/Django web开发工程师,3-5年,本科,20k-35k,上市公司，六险一金，住房无息，福利待遇好
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,Python工程师,3-5年,本科,18k-35k,"6险一金,弹性工作,团队好,氛围轻松"
北京微步在线科技有限公司,微步在线,50-150人,B轮,海淀区,python开发工程师,3-5年,本科,15k-25k,"技术培训,绩效奖金"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,python高级后端工程师,5-10年,本科,25k-50k,核心团队
北京厨芯科技有限公司,厨芯科技,150-500人,A轮,朝阳区,Python开发工程师,3-5年,本科,15k-30k,"高速成长,扁平管理"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python工程师,1-3年,本科,10k-20k,"空间大,机会多,福利好"
中亿互娱（北京）网络科技有限公司,中亿互娱,15-50人,不需要融资,海淀区,Python研发工程师,3-5年,本科,9k-15k,事业单位
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,python开发工程师,3-5年,本科,15k-30k,"知名大厂,技术氛围浓,技术大牛多,成长快"
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,高级Python研发工程师,5-10年,本科,20k-35k,"水果零食,扁平化管理,弹性工作"
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,朝阳区,Python讲师 (MJ001577),5-10年,本科,18k-30k,"五险一金,商业保险,股票期权"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python高级/中级研发工程师,3-5年,本科,20k-40k,"完善的福利,团队精湛,技术挑战"
北京百乘传媒技术有限公司,百乘传媒,15-50人,A轮,朝阳区,高级Python工程师,5-10年,本科,18k-30k,工程师
北京领今科技有限公司,领今科技,15-50人,未融资,西城区,Python开发工程师,不限,本科,8k-14k,"五险一金,带薪年假,周末双休,餐补"
奇点浩翰数据技术（北京）有限公司,奇点浩翰,15-50人,未融资,东城区,Python开发工程师,不限,本科,15k-20k,"五险一金,绩效奖金,定期体检,员工旅游"
南京绛门信息科技股份有限公司,绛门科技,500-2000人,未融资,朝阳区,Python,3-5年,大专,12k-22k,"五险一金,带薪年假,定期体检,员工旅游"
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,python兼职讲师,5-10年,不限,18k-36k,"时间自由,分成丰厚,持续分成"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,Python研发工程师,5-10年,本科,20k-40k,"优质团队,福利待遇"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,Python开发工程师,1-3年,本科,20k-40k,"弹性工作,发展空间大,千万级用户,行业独"
北京奥克巴尔科技有限公司,奥克巴尔,50-150人,B轮,东城区,python开发工程师,3-5年,本科,20k-30k,"六险一金,团队棒,节日福利,定期体检"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python高级讲师,1-3年,本科,10k-20k,"五险一金,绩效奖金,周末双休,免费午餐"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,python高级研发工程师（中学业务）,3-5年,本科,20k-40k,"绩效奖金,带薪年假,定期体检,年度旅游"
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,Python开发工程师,1-3年,本科,10k-20k,高手如云的团队，带你成长带你飞~
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,Python讲师,3-5年,本科,18k-30k,"股票期权,上市公司,良好的成长,五险一金"
瓦力必达科技（北京）有限公司,邻萌宝,50-150人,A轮,朝阳区,python开发工程师,3-5年,本科,12k-22k,"行业最前沿
玩儿法最多
最接近用户"
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,python开发工程师,1-3年,大专,15k-30k,"年底双薪,午餐补助,休闲餐点,弹性工作"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python开发工程师（反Spam方向）,1-3年,本科,15k-30k,"技术氛围好,核心业务"
同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,Python工程师,应届毕业生,本科,7k-11k,"产品研发,数据库产品,待遇从优,前景广阔"
北京企名片科技有限公司,企名片,50-150人,A轮,海淀区,Python研发工程师,应届毕业生,本科,7k-12k,"环境位置好,90后团队,技术成长快,待遇从优"
北京升鑫网络科技有限公司,青藤云安全,15-50人,A轮,海淀区,python开发实习生,应届毕业生,硕士,2k-3k,"不打卡,业内大牛"
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,Python开发工程师,应届毕业生,本科,15k-25k,"交通方便,免费健身,发展空间大,团队氛围好"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,python开发工程师,3-5年,本科,15k-30k,"免费零食,免费午餐,七险一金,不打卡"
清北华数教育科技（北京）有限公司,华罗庚网校,15-50人,天使轮,海淀区,python,1-3年,本科,16K-20K,团队年轻，股票期权
北京深海巨鲸信息科技有限公司,鲸媒体,15-50人,A轮,海淀区,资深Python 工程师,不限,本科,22k-32k,"五险一金,员工福利,餐补,双休"
